"rule_id","description","long_description","persona","portfolio","tables_to_join","joins","filters","select_columns","aggregations","conditional_aggregations","groupby_columns","having_conditions","orderby_columns","raw_where","is_distinct","usecase","dashboard_link","sector","banking_division"
"MPD02_PCH_067","Petro Chemicals","Report MPD02: classify and report the line item 'Petro Chemicals' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Chemicals""}, ""product_level_5"": {""eq"": ""Petro Chemicals""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_PET_064","Petroleum","Report MPD02: classify and report the line item 'Petroleum' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Petroleum, Coal Products and Nuclear Fuels""}, ""product_level_5"": {""eq"": ""Petroleum""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_POR_084","Ports","Report MPD02: classify and report the line item 'Ports' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Infrastructure""}, ""product_level_5"": {""eq"": ""Ports""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_PRS_013","Professional Services","Report MPD02: classify and report the line item 'Professional Services' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Services""}, ""product_level_4"": {""eq"": ""Professional Services""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_PSAG_035","Agriculture and Allied Activities","Report MPD02: classify and report the line item 'Agriculture and Allied Activities' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Agriculture and Allied Activities""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_PSEDU_038","Educational Loans","Report MPD02: classify and report the line item 'Educational Loans' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Educational Loans""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_PSG_103","Net PSLC-General","Report MPD02: classify and report the line item 'Net PSLC-General' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Net PSLC-General""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_PSH_037","Housing","Report MPD02: classify and report the line item 'Housing' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Housing""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_PSMSE_036","Micro and Small Enterprises","Report MPD02: classify and report the line item 'Micro and Small Enterprises' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Micro and Small Enterprises""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_PSNB_050","Public Sector NBFCs such as PFC, REC, etc.","Report MPD02: classify and report the line item 'Public Sector NBFCs such as PFC, REC, etc.' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Public Sector NBFCs such as PFC, REC, etc.""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_PSSI_039","Social Infrastructure","Report MPD02: classify and report the line item 'Social Infrastructure' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Social Infrastructure""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_PSWS_040","Weaker Sections including net PSLC-SF/MF","Report MPD02: classify and report the line item 'Weaker Sections including net PSLC-SF/MF' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Weaker Sections including net PSLC-SF/MF""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_PWR_079","Power","Report MPD02: classify and report the line item 'Power' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Infrastructure""}, ""product_level_5"": {""eq"": ""Power""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_RAI_085","Railways (other than Indian Railways)","Report MPD02: classify and report the line item 'Railways (other than Indian Railways)' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Infrastructure""}, ""product_level_5"": {""eq"": ""Railways (other than Indian Railways)""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_RDS_082","Roads","Report MPD02: classify and report the line item 'Roads' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Infrastructure""}, ""product_level_5"": {""eq"": ""Roads""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
